MET2013_chr,pop_total.1,Agriculture,Architecture,"Area, Ethnic, and Civilization Studies",Biology and Life Sciences,Business,Communication Technologies,Communications,Computer and Information Sciences,Construction Services,Cosmetology Services and Culinary Arts,Criminal Justice and Fire Protection,Education Administration and Teaching,Electrical and Mechanic Repairs and Technologies,Engineering,Engineering Technologies,"English Language, Literature, and Composition",Environment and Natural Resources,Family and Consumer Sciences,Fine Arts,History,Interdisciplinary and Multi-Disciplinary Studies (General),Law,Liberal Arts and Humanities,Library Science,Linguistics and Foreign Languages,Mathematics and Statistics,Medical and Health Sciences and Services,Military Technologies,N/A,"Nuclear, Industrial Radiology, and Biological Technologies",Philosophy and Religious Studies,"Physical Fitness, Parks, Recreation, and Leisure",Physical Sciences,Psychology,"Public Affairs, Policy, and Social Work",Social Sciences,Theology and Religious Vocations,Transportation Sciences and Technologies
"Chico, CA",223647.25,#N/A,#N/A,#N/A,1.5625602650930064,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9856349360279298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.395111259409151,#N/A,90.13772261426479,#N/A,#N/A,#N/A,#N/A,1.000978213029702,#N/A,1.1771126849657185,#N/A,#N/A
"Cincinnati, OH-KY-IN",2094818.875,#N/A,#N/A,#N/A,0.9494866648268487,3.2334980289375315,#N/A,0.8854502977696226,0.4228984252783215,#N/A,#N/A,0.38049915940185003,1.242647401198141,#N/A,1.0970051212841325,#N/A,0.41142507739307316,#N/A,#N/A,0.819234421377418,0.25211758022440806,#N/A,#N/A,#N/A,#N/A,0.17728799904367493,#N/A,1.766706811307981,#N/A,52.52115715269912,#N/A,#N/A,0.4270591714364938,0.3160615389150822,0.8518755022479376,#N/A,0.7448642830893096,#N/A,#N/A
"Clarksville, TN-KY",305938.625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7021407016412103,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84.54851409220205,#N/A,#N/A,#N/A,#N/A,1.4153469604519984,#N/A,#N/A,#N/A,#N/A
"Cleveland-Elyria, OH",2063838.5,#N/A,#N/A,#N/A,1.0470326544408182,2.9184167565191306,#N/A,0.7758616161401246,0.4861577567004374,#N/A,#N/A,0.29198833650350364,1.2456051919198932,#N/A,1.214370601491822,#N/A,0.274532150802815,0.10062832586192307,#N/A,0.6757154300665479,0.22057958709729225,#N/A,#N/A,0.14006394364006539,#N/A,#N/A,#N/A,1.5666253006318476,#N/A,48.272769670441086,#N/A,#N/A,0.2825077881207217,0.34152481498936743,0.8123362657022396,#N/A,0.7711307817828367,#N/A,#N/A
"Coeur d'Alene, ID",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"College Station-Bryan, TX",207859.375,#N/A,#N/A,#N/A,4.910863676743752,5.756518555943323,#N/A,1.5804154209688301,#N/A,#N/A,#N/A,#N/A,2.7738593711627675,#N/A,7.346178116967358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.720517568307958,#N/A,#N/A,#N/A,#N/A,#N/A,1.4492023815181785,#N/A,126.48401682516035,#N/A,#N/A,#N/A,1.647137414257825,#N/A,#N/A,3.7421091081780897,#N/A,#N/A
"Colorado Springs, CO",678782.875,#N/A,#N/A,#N/A,#N/A,2.007638817518429,#N/A,0.661725292276331,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3538423181147115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7456414809618812,#N/A,69.18299182638481,#N/A,#N/A,0.6210004933900428,#N/A,1.369628493177385,#N/A,1.0354873763804557,#N/A,#N/A
"Columbia, MO",171387.375,3.060814076210174,#N/A,#N/A,5.24712381624892,5.106915240368003,#N/A,3.5656260782938927,#N/A,#N/A,#N/A,#N/A,2.6231589105198236,#N/A,4.461324887514371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0280831464198505,#N/A,95.01254391751232,#N/A,#N/A,#N/A,#N/A,3.1002211098767285,#N/A,#N/A,#N/A,#N/A
"Columbia, SC",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Columbus, OH",1883976.375,0.2012368422449924,#N/A,#N/A,1.4809547317401814,3.43148166370754,#N/A,1.1609869123867969,0.44979257594791955,#N/A,#N/A,0.2956479537425683,1.70477776422928,#N/A,1.5226871165356979,#N/A,0.5543876803373193,#N/A,0.19496705625671862,1.1314767212683126,0.2327509271101401,0.22343088543456957,#N/A,#N/A,#N/A,0.35369418353324394,0.2943467625844589,1.5595857991780515,#N/A,53.40850440540928,#N/A,#N/A,0.38867068383798176,0.386597642181571,1.1228797011819547,0.18965743239210006,1.318538638629464,#N/A,#N/A
"Corpus Christi, TX",465731.375,#N/A,#N/A,#N/A,#N/A,1.161400987869245,#N/A,0.5803493504653843,#N/A,#N/A,#N/A,#N/A,0.6900143068717884,#N/A,0.9447885384837736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7492269573503099,#N/A,63.132374364015554,#N/A,#N/A,#N/A,0.6975540321185378,#N/A,#N/A,#N/A,#N/A,#N/A
"Dallas-Fort Worth-Arlington, TX",6788127.75,0.1154616485079405,0.0931505264081667,0.043304119160486244,0.8881685474661195,3.2872306543574714,#N/A,0.9567154028090232,0.49224237347995503,#N/A,#N/A,0.27258541654021207,1.0213551848262807,#N/A,1.164109191238043,0.15008333856156647,0.36589048445199,0.0672923266058327,0.1652613519067612,0.6071382289215438,0.18446165937561174,0.2918012474070298,#N/A,0.16406913107595084,#N/A,0.11165080467490497,0.171133539077364,0.9072712436886832,#N/A,56.01616918701687,#N/A,0.07283735277928695,0.43806751852324055,0.28616452924565755,0.6350573815028597,0.14411545357092087,0.704114857252787,0.07219369089704714,#N/A
"Daphne-Fairhope-Foley, AL",197760.875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.890868641414876,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Davenport-Moline-Rock Island, IA-IL",375888,0.210168986506619,#N/A,#N/A,2.415613161367216,2.734857191503852,#N/A,#N/A,0.5852807219171668,#N/A,#N/A,0.04788660452049547,1.0215808964372366,#N/A,0.4735453113693441,#N/A,0.6517898948622994,#N/A,#N/A,1.0082790618482103,0.09045247520538033,#N/A,#N/A,#N/A,#N/A,0.09843357595879625,#N/A,0.542714851232282,#N/A,42.31313582769336,#N/A,#N/A,0.3485080662324948,0.5453752181500873,0.45758310986251227,#N/A,1.487145107053165,#N/A,#N/A
"Dayton, OH",802591.625,#N/A,#N/A,#N/A,0.9185124603352176,1.9081637854081133,#N/A,0.7763021117795516,0.4475030167463451,#N/A,#N/A,#N/A,1.0795139688843782,#N/A,1.6453827180899891,#N/A,#N/A,#N/A,#N/A,0.5432007603577327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4020664395313096,#N/A,54.86943098590383,#N/A,#N/A,#N/A,0.4207801686149722,0.9483171370041243,#N/A,0.6547811106736046,#N/A,#N/A
"Decatur, AL",153061.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.38276556522356,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Decatur, IL",108721.375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.45642504035779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Deltona-Daytona Beach-Ormond Beach, FL",630886.75,#N/A,#N/A,#N/A,#N/A,1.0867803691496591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5485693340523745,#N/A,0.5927825014411742,#N/A,#N/A,#N/A,#N/A,0.4549680506127936,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.1905601461986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.39693397790401874
"Denver-Aurora-Lakewood, CO",2795931.125,0.12178205599547642,0.11439705282331365,#N/A,1.3029173426746223,3.7753095965113013,#N/A,1.2581563335058543,0.5765211914541303,0.11297339303290907,#N/A,0.3695558412328683,0.7043491496486001,#N/A,1.3641889747423894,#N/A,0.5014369186132576,0.20448696864020177,0.14346631283023942,1.0328806982906749,0.31841874986981034,0.22313125397930555,#N/A,#N/A,#N/A,0.25151906397864526,0.2234563520468002,1.0038411006074557,#N/A,49.227290338337184,#N/A,#N/A,0.3255510800144228,0.4752809912244736,1.0947731288488518,0.17941683321807161,1.5518346657866604,#N/A,#N/A
"Des Moines-West Des Moines, IA",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Detroit-Warren-Dearborn, MI",4230914.125,#N/A,#N/A,#N/A,0.9913831506996229,2.599097365766322,#N/A,0.8605429513023483,0.31400673318428124,#N/A,#N/A,0.32122903167744143,0.7713146501988803,#N/A,1.5117642272768832,0.1171118631308027,0.2883612909064031,0.08334267440826962,#N/A,0.51687606399675,#N/A,0.1360885285410089,#N/A,0.15583485168550026,#N/A,0.07282593193474884,0.1280991446589441,1.2390071335797685,#N/A,52.32187531215267,#N/A,#N/A,0.3053591673679704,0.3972277699851111,0.7536959203174647,0.2516521876210499,0.7447389182145628,#N/A,#N/A
"Dover, DE",170372,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.16437165078227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Durham-Chapel Hill, NC",466572,0.40508217381240197,#N/A,#N/A,2.649108819217613,4.593074595132156,#N/A,1.1273715525149388,0.4629510557856022,#N/A,#N/A,#N/A,1.296691614584673,#N/A,1.2088166456624059,0.1414572670456007,0.9880575773942714,0.3043474533405348,0.7801582606757371,1.2323928568366727,2.0532736640861433,0.09001826084720044,#N/A,#N/A,#N/A,0.5036736023593358,1.1680940990886723,2.694117949641213,#N/A,56.068516756256265,0.15860360244506744,0.486527266959869,#N/A,1.6439049064238747,1.5796061486758743,2.04470049638641,2.5719503099200125,0.2657681986917346,#N/A
"East Stroudsburg, PA",167922,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.80660125891295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Eau Claire, WI",157592,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.30819713817293,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"El Centro, CA",178643.625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.48231498424359,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"El Paso, TX",828465,#N/A,#N/A,#N/A,1.0163778231123823,1.713055121009924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6267346481297386,#N/A,0.6572993997273707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9463696994301473,#N/A,75.64096167655218,#N/A,#N/A,#N/A,0.3284678952760209,0.6601207941848886,#N/A,0.4244482908516412,#N/A,#N/A
"Elizabethtown-Fort Knox, KY",135600,#N/A,#N/A,#N/A,#N/A,1.8952802359882006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.3097345132743363,#N/A,#N/A,#N/A,0.420353982300885,#N/A,#N/A,2.234513274336283,#N/A,#N/A,1.3200589970501475,#N/A,#N/A,#N/A,#N/A,0.28023598820059,#N/A,78.86430678466077,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.471976401179941,#N/A
"Elkhart-Goshen, IN",201359.625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.91767775949018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Erie, PA",278860.375,#N/A,#N/A,#N/A,3.056885757148519,3.4065639372409775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4308819275369453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.663694214654872,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2111107269246304,#N/A,52.32836288233856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Eugene, OR",360247.75,#N/A,#N/A,#N/A,#N/A,1.394790541423488,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4576874511111175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.32823475984094,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0737794307937634,#N/A,#N/A
"Evansville, IN-KY",265510,0.34273662008963884,#N/A,#N/A,0.8248276901058341,2.455651387894995,#N/A,0.8587247184663478,#N/A,#N/A,#N/A,#N/A,1.3634138073895523,#N/A,0.7080712590862868,#N/A,#N/A,#N/A,#N/A,1.0470415426914241,0.18078415125607322,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2466573763700048,#N/A,56.724793793077474,#N/A,0.2975405822756205,0.5197544348612105,#N/A,0.39169899438815864,2.1957741704643894,0.6176791834582502,#N/A,#N/A
"Farmington, NM",130050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2845059592464437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.35371011149557857,#N/A,#N/A,#N/A,#N/A,0.6151480199923106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.61745482506727,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4229142637447135,#N/A,#N/A
"Fayetteville-Springdale-Rogers, AR-MO",460157.625,#N/A,#N/A,#N/A,#N/A,4.447819796675577,#N/A,0.9053733990873696,#N/A,#N/A,#N/A,#N/A,1.718695501797825,#N/A,0.7495551060912841,#N/A,#N/A,#N/A,#N/A,0.6376369666946734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9179994167695125,#N/A,60.07450089808443,#N/A,#N/A,#N/A,#N/A,0.8001980902790831,#N/A,1.2934063041828185,#N/A,#N/A
"Fayetteville, NC",325793.375,#N/A,#N/A,#N/A,#N/A,1.4390521540612493,#N/A,#N/A,#N/A,#N/A,#N/A,0.8905812755799364,1.0422440981861723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.34853710585399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Flagstaff, AZ",137615.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2095030743521176,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91.43330560793292,#N/A,#N/A,#N/A,#N/A,1.461908274369572,#N/A,1.6726216137975811,#N/A,#N/A
"Flint, MI",495294,#N/A,#N/A,#N/A,0.5330167536856897,1.6798103752518707,#N/A,0.27054638255258495,#N/A,#N/A,#N/A,#N/A,0.6279098878645815,0.6339668964291916,0.6157958707353612,#N/A,0.7429930505921736,#N/A,#N/A,0.1372921941311625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6480999164132818,#N/A,59.932080743962175,#N/A,#N/A,#N/A,#N/A,0.603681853606141,#N/A,1.4920431097489573,#N/A,#N/A
"Florence-Muscle Shoals, AL",147369,#N/A,#N/A,#N/A,#N/A,0.8617823287122801,#N/A,0.2103563164573282,#N/A,#N/A,#N/A,#N/A,2.0153492254137575,#N/A,2.9585598056579063,#N/A,#N/A,#N/A,#N/A,0.7057115132761979,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.1128527709355427,#N/A,57.719058960839796,#N/A,#N/A,0.7667827019250996,#N/A,1.0449958946589852,#N/A,#N/A,#N/A,#N/A
"Florence, SC",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Fort Collins, CO",318754.75,#N/A,#N/A,#N/A,4.487045741336837,3.8030242654417457,#N/A,1.2502099090812469,#N/A,#N/A,#N/A,#N/A,1.6837471849654613,#N/A,1.9991760711300681,#N/A,#N/A,#N/A,#N/A,1.589512640404166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.7751565447836,#N/A,#N/A,#N/A,1.9578978322606286,1.7376073284844786,#N/A,2.491030790864074,#N/A,#N/A
"Fort Wayne, IN",364558.5,#N/A,#N/A,#N/A,0.9275473664905709,2.4744454138012166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4031523546722842,#N/A,0.7754157659234913,#N/A,#N/A,#N/A,#N/A,0.5456732576585169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5650884512915748,#N/A,57.58977865726757,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Fresno, CA",961307.25,0.2522009291286624,#N/A,#N/A,0.3966163664820461,1.295227998057901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.38266236615358584,#N/A,0.2549424624468858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4605981578710551,#N/A,#N/A,#N/A,0.8724764366031462,#N/A,73.09808215438024,#N/A,#N/A,0.23654511301527856,#N/A,0.9269075888895469,#N/A,0.6417697636760556,#N/A,#N/A
"Gadsden, AL",103673.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.813751353899505,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Gainesville, FL",255937.375,2.0334698629087247,#N/A,#N/A,6.456627183811452,3.4616456063286307,#N/A,#N/A,1.7121898213162563,#N/A,#N/A,#N/A,1.4549817736569084,#N/A,6.351236771892777,#N/A,1.858284026869062,#N/A,#N/A,1.3844264478985635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2293018994845157,#N/A,96.85498445183075,#N/A,#N/A,#N/A,1.6667139567296865,2.083736962284743,#N/A,4.944555857686898,#N/A,#N/A
"Gainesville, GA",189738.125,#N/A,#N/A,#N/A,#N/A,1.4822396932205317,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.54301120387683,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Glens Falls, NY",127626.875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.048617074136196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Goldsboro, NC",124064.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.77684021886321,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Grand Junction, CO",133852.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.690137865785836,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Grand Rapids-Wyoming, MI",900278.125,#N/A,#N/A,#N/A,1.4087077314187053,4.164195516474194,#N/A,0.8965507965840535,0.4184616759856518,#N/A,#N/A,0.4471616936749148,1.318364292234245,#N/A,1.1260149135903788,#N/A,0.606420147508522,#N/A,#N/A,0.9782527807146033,0.3533949533576576,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.9426044843057717,#N/A,57.748964553524615,#N/A,#N/A,0.7093062214972679,#N/A,0.7342875086197642,#N/A,0.5564705208974412,#N/A,#N/A
"Greeley, CO",254163,#N/A,#N/A,#N/A,0.2990207071839725,1.3337897333600877,#N/A,1.2629690395533575,#N/A,#N/A,#N/A,#N/A,1.8924863178354048,#N/A,#N/A,#N/A,0.47607244170079827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2990207071839725,#N/A,0.2872172582161841,#N/A,65.85931075726994,#N/A,#N/A,#N/A,0.7672241829062452,0.2636103602806073,#N/A,0.2911517412054469,#N/A,#N/A
"Greensboro-High Point, NC",794066.875,#N/A,#N/A,#N/A,0.7504603690754404,2.229401510205887,#N/A,0.6919747228491613,#N/A,#N/A,#N/A,#N/A,1.1241128293758729,#N/A,0.5980985502841834,#N/A,0.4669466283124605,#N/A,#N/A,0.7602919925182111,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0577780406025894,#N/A,55.557534518637716,#N/A,#N/A,0.5387623484146111,0.33140971272425296,0.9323538959478185,#N/A,0.8148317809706583,#N/A,#N/A
"Greenville-Anderson-Mauldin, SC",949944,#N/A,#N/A,#N/A,0.9603449712293913,2.831295339826384,#N/A,0.6910597772533181,#N/A,#N/A,#N/A,#N/A,1.27318926737824,#N/A,1.2479344891048119,0.08942609043393522,#N/A,#N/A,#N/A,0.6718948156785943,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9481919153928764,#N/A,56.73300809709547,#N/A,#N/A,0.6720982927636332,#N/A,0.7112498067333067,#N/A,0.6121421854435113,#N/A,#N/A
"Greenville, NC",174544.625,#N/A,#N/A,#N/A,#N/A,3.3846196779781184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.539550972222018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92.82735609626344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Gulfport-Biloxi-Pascagoula, MS",338050.875,#N/A,#N/A,#N/A,#N/A,1.104220832924593,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6663322770033684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.03142468436009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Hammond, LA",121243,#N/A,#N/A,#N/A,#N/A,0.9320125697978441,#N/A,1.6165881741626322,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5918444776193266,#N/A,80.40876586689541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Hanford-Corcoran, CA",151324.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.35057961727586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Harrisburg-Carlisle, PA",560082.75,#N/A,#N/A,#N/A,0.7034874703723092,2.860949473140858,#N/A,0.8435332900341858,#N/A,#N/A,#N/A,0.6247943671562872,1.7406247650143738,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0677259765516698,#N/A,49.61717239714836,#N/A,#N/A,0.4975383654838934,#N/A,1.028732071151873,#N/A,1.108167359537494,#N/A,#N/A
